id,date,unit_measurement,quantity,price_per_unit,total_income,id_crop
2810,2021-01-07,300,30,1400,42000,
2811,2020-12-01,200,33,1200,39600,
2812,2021-02-19,200,34,1200,40800,
2813,2021-04-03,200,55,1200,66000,
2814,2020-09-15,300,45,1400,63000,
2815,2020-11-23,300,31,1400,43400,
2816,2020-09-12,200,20,1200,24000,
2817,2020-10-13,300,43,1400,60200,
2818,2020-12-26,200,56,1200,67200,
2819,2020-08-28,300,36,1400,50400,
2820,2021-02-23,300,35,1400,49000,
2821,2021-01-31,300,24,1400,33600,
2822,2021-01-23,300,59,1400,82600,
2823,2021-01-10,200,25,1200,30000,
2824,2021-03-05,200,44,1200,52800,
2825,2021-01-08,200,37,1200,44400,
2826,2020-11-22,200,35,1200,42000,
2827,2021-04-14,300,28,1400,39200,
2828,2020-06-28,300,33,1400,46200,
2829,2021-04-08,300,27,1400,37800,
2830,2020-08-21,300,31,1400,43400,
2831,2020-07-02,200,55,1200,66000,
2832,2020-10-12,200,41,1200,49200,
2833,2021-03-19,200,44,1200,52800,
2834,2020-12-25,200,34,1200,40800,
2835,2021-01-08,300,47,1400,65800,
2836,2021-03-04,200,47,1200,56400,
2837,2021-02-28,200,37,1200,44400,
2838,2020-06-26,200,30,1200,36000,
2839,2021-01-20,300,29,1400,40600,
2840,2020-08-20,300,44,1400,61600,
2841,2021-01-04,200,36,1200,43200,
2842,2020-09-03,300,42,1400,58800,
2843,2020-11-01,200,28,1200,33600,
2844,2020-11-11,200,58,1200,69600,
2845,2020-08-21,300,54,1400,75600,
2846,2021-03-28,200,20,1200,24000,
2847,2021-03-31,200,33,1200,39600,
2848,2021-02-19,200,36,1200,43200,
2849,2020-11-19,300,35,1400,49000,
2850,2020-10-28,300,45,1400,63000,
2851,2021-02-07,300,27,1400,37800,
2852,2021-04-15,300,20,1400,28000,
2853,2020-09-29,300,49,1400,68600,
2854,2020-12-10,300,41,1400,57400,
2855,2021-01-20,200,42,1200,50400,
2856,2020-11-22,300,20,1400,28000,
2857,2021-02-02,200,21,1200,25200,
2858,2020-11-13,300,31,1400,43400,
2859,2021-02-17,200,20,1200,24000,
2860,2021-03-02,200,52,1200,62400,
2861,2020-09-02,300,32,1400,44800,
2862,2020-08-24,200,20,1200,24000,
2863,2020-08-29,300,59,1400,82600,
2864,2020-12-28,300,29,1400,40600,
2865,2020-09-24,200,57,1200,68400,
2866,2021-04-06,300,51,1400,71400,
2867,2020-07-26,200,53,1200,63600,
2868,2021-01-01,300,34,1400,47600,
2869,2021-04-15,300,55,1400,77000,
2870,2020-10-25,300,37,1400,51800,
2871,2020-11-06,300,46,1400,64400,
2872,2021-01-19,200,35,1200,42000,
2873,2020-12-28,300,32,1400,44800,
2874,2021-02-27,300,39,1400,54600,
2875,2021-04-15,200,56,1200,67200,
2876,2021-04-03,200,43,1200,51600,
2877,2020-07-10,200,31,1200,37200,
2878,2020-09-23,300,36,1400,50400,
2879,2020-12-26,200,49,1200,58800,
2880,2021-04-17,200,54,1200,64800,
2881,2020-12-22,200,41,1200,49200,
2882,2020-10-08,200,39,1200,46800,
2883,2020-08-12,300,40,1400,56000,
2884,2021-02-27,300,40,1400,56000,
2885,2021-03-09,300,20,1400,28000,
2886,2021-02-10,200,57,1200,68400,
2887,2021-01-14,200,60,1200,72000,
2888,2021-02-14,200,49,1200,58800,
2889,2020-08-09,300,24,1400,33600,
2890,2020-09-23,200,57,1200,68400,
2891,2021-04-13,200,53,1200,63600,
2892,2021-01-06,300,59,1400,82600,
2893,2020-12-03,200,35,1200,42000,
2894,2020-09-28,200,20,1200,24000,
2895,2021-01-01,200,49,1200,58800,
2896,2021-03-25,300,34,1400,47600,
2897,2020-08-19,200,59,1200,70800,
2898,2021-03-30,300,55,1400,77000,
2899,2020-12-26,300,31,1400,43400,
2900,2021-03-12,300,52,1400,72800,
2901,2021-02-25,200,43,1200,51600,
2902,2020-07-26,200,45,1200,54000,
2903,2020-08-23,200,57,1200,68400,
2904,2020-12-12,200,36,1200,43200,
2905,2021-02-04,200,51,1200,61200,
2906,2021-01-13,200,49,1200,58800,
2907,2021-01-03,200,32,1200,38400,
2908,2020-12-30,200,22,1200,26400,
2909,2020-12-27,300,44,1400,61600,
2910,2021-02-21,300,34,1400,47600,
2911,2020-12-29,200,44,1200,52800,
2912,2020-08-24,300,40,1400,56000,
2913,2020-12-07,300,40,1400,56000,
2914,2020-09-04,200,47,1200,56400,
2915,2021-01-26,200,32,1200,38400,
2916,2020-12-25,200,27,1200,32400,
2917,2021-04-15,200,31,1200,37200,
2918,2020-09-24,300,48,1400,67200,
2919,2020-09-26,300,44,1400,61600,
2920,2020-07-27,200,21,1200,25200,
2921,2020-12-28,200,29,1200,34800,
2922,2021-01-15,300,42,1400,58800,
2923,2020-06-25,300,21,1400,29400,
2924,2020-09-29,300,39,1400,54600,
2925,2020-09-23,200,28,1200,33600,
2926,2020-12-31,300,46,1400,64400,
2927,2020-10-01,200,59,1200,70800,
2928,2020-10-07,200,38,1200,45600,
2929,2020-08-19,200,21,1200,25200,
2930,2020-07-18,200,55,1200,66000,
2931,2020-10-04,200,54,1200,64800,
2932,2020-12-26,200,27,1200,32400,
2933,2021-02-15,200,38,1200,45600,
2934,2021-04-19,300,32,1400,44800,
2935,2020-10-13,300,53,1400,74200,
2936,2021-02-23,300,54,1400,75600,
2937,2021-03-18,200,30,1200,36000,
2938,2020-11-08,300,22,1400,30800,
2939,2021-01-06,200,35,1200,42000,
2940,2020-12-05,300,30,1400,42000,
2941,2020-10-26,200,33,1200,39600,
2942,2021-03-10,300,60,1400,84000,
2943,2020-08-13,200,44,1200,52800,
2944,2021-02-16,200,26,1200,31200,
2945,2021-01-26,300,31,1400,43400,
2946,2021-02-06,200,36,1200,43200,
2947,2020-09-22,200,55,1200,66000,
2948,2021-03-11,200,23,1200,27600,
2949,2020-10-11,200,57,1200,68400,
2950,2020-10-13,300,39,1400,54600,
2951,2021-02-26,300,54,1400,75600,
2952,2021-03-06,300,57,1400,79800,
2953,2020-08-07,200,23,1200,27600,
2954,2020-08-12,300,27,1400,37800,
2955,2020-10-14,200,51,1200,61200,
2956,2020-09-29,300,21,1400,29400,
2957,2020-07-18,300,43,1400,60200,
2958,2020-12-02,300,37,1400,51800,
2959,2021-03-03,300,50,1400,70000,
2960,2020-08-06,200,26,1200,31200,
2961,2020-07-24,300,46,1400,64400,
2962,2020-08-26,300,37,1400,51800,
2963,2020-11-28,200,46,1200,55200,
2964,2020-09-14,300,34,1400,47600,
2965,2021-01-21,300,36,1400,50400,
2966,2020-12-12,200,49,1200,58800,
2967,2021-03-13,200,58,1200,69600,
2968,2021-02-01,200,32,1200,38400,
2969,2020-08-21,300,49,1400,68600,
2970,2020-09-06,200,43,1200,51600,
2971,2020-07-27,200,34,1200,40800,
2972,2020-09-29,200,41,1200,49200,
2973,2020-11-07,300,21,1400,29400,
2974,2021-03-27,300,28,1400,39200,
2975,2020-08-03,300,22,1400,30800,
2976,2020-12-01,300,41,1400,57400,
2977,2021-03-17,200,41,1200,49200,
2978,2020-07-25,200,22,1200,26400,
2979,2020-08-15,300,20,1400,28000,
2980,2020-09-19,200,29,1200,34800,
2981,2020-10-25,300,42,1400,58800,
2982,2020-09-01,300,56,1400,78400,
2983,2020-12-04,200,27,1200,32400,
2984,2020-11-04,300,29,1400,40600,
2985,2020-10-30,300,44,1400,61600,
2986,2020-07-21,300,40,1400,56000,
2987,2020-11-05,300,57,1400,79800,
2988,2021-02-16,300,52,1400,72800,
2989,2021-02-04,300,43,1400,60200,
2990,2021-02-07,300,29,1400,40600,
2991,2020-08-25,300,21,1400,29400,
2992,2020-11-14,200,31,1200,37200,
2993,2021-02-01,200,48,1200,57600,
2994,2020-07-18,200,39,1200,46800,
2995,2020-10-06,200,23,1200,27600,
2996,2020-07-29,300,31,1400,43400,
2997,2021-04-14,200,53,1200,63600,
2998,2020-09-10,200,23,1200,27600,
2999,2020-11-01,300,32,1400,44800,
3000,2020-10-17,300,49,1400,68600,
3001,2021-03-16,300,46,1400,64400,
3002,2020-06-30,300,42,1400,58800,
3003,2020-07-12,200,60,1200,72000,
3004,2021-01-29,200,34,1200,40800,
3005,2020-08-05,300,23,1400,32200,
3006,2020-09-24,300,51,1400,71400,
3007,2021-02-13,300,57,1400,79800,
3008,2020-07-10,200,34,1200,40800,
3009,2021-03-07,200,43,1200,51600,
3010,2020-08-21,300,31,1400,43400,
3011,2021-02-25,200,60,1200,72000,
3012,2020-10-26,200,42,1200,50400,
3013,2020-08-12,200,46,1200,55200,
3014,2020-07-21,200,43,1200,51600,
3015,2020-11-17,200,27,1200,32400,
3016,2021-02-04,300,57,1400,79800,
3017,2020-07-23,300,40,1400,56000,
3018,2020-09-15,200,20,1200,24000,
3019,2021-01-14,200,43,1200,51600,
3020,2020-06-24,200,20,1200,24000,
3021,2020-10-21,200,45,1200,54000,
3022,2020-12-19,300,38,1400,53200,
3023,2021-04-17,300,41,1400,57400,
3024,2021-02-08,300,27,1400,37800,
3025,2021-01-29,300,47,1400,65800,
3026,2021-02-02,200,26,1200,31200,
3027,2020-11-28,300,24,1400,33600,
3028,2020-08-14,200,45,1200,54000,
3029,2020-11-17,200,60,1200,72000,
3030,2020-10-11,200,36,1200,43200,
3031,2020-12-12,300,48,1400,67200,
3032,2020-10-09,200,59,1200,70800,
3033,2020-12-01,200,43,1200,51600,
3034,2020-11-03,300,41,1400,57400,
3035,2021-03-11,300,31,1400,43400,
3036,2021-02-16,200,42,1200,50400,
3037,2020-08-15,200,49,1200,58800,
3038,2020-12-08,300,33,1400,46200,
3039,2020-12-04,300,59,1400,82600,
3040,2020-10-29,300,42,1400,58800,
3041,2020-08-17,200,41,1200,49200,
3042,2020-10-24,200,44,1200,52800,
3043,2021-02-14,200,45,1200,54000,
3044,2020-11-18,300,35,1400,49000,
3045,2020-12-25,200,36,1200,43200,
3046,2021-01-03,200,24,1200,28800,
3047,2021-02-25,200,46,1200,55200,
3048,2021-02-23,300,21,1400,29400,
3049,2020-12-08,200,43,1200,51600,
3050,2021-03-28,200,25,1200,30000,
3051,2020-12-28,200,54,1200,64800,
3052,2021-01-24,300,39,1400,54600,
3053,2021-02-03,300,59,1400,82600,
3054,2020-10-18,300,20,1400,28000,
3055,2021-02-20,200,53,1200,63600,
3056,2020-11-23,300,54,1400,75600,
3057,2020-11-27,200,60,1200,72000,
3058,2021-02-22,300,37,1400,51800,
3059,2020-07-27,200,52,1200,62400,
3060,2020-09-08,200,35,1200,42000,
3061,2020-11-28,200,32,1200,38400,
3062,2020-11-11,200,29,1200,34800,
3063,2021-03-17,300,37,1400,51800,
3064,2020-12-12,200,32,1200,38400,
3065,2020-12-08,300,47,1400,65800,
3066,2021-04-07,200,31,1200,37200,
3067,2020-09-28,300,53,1400,74200,
3068,2020-11-25,200,54,1200,64800,
3069,2020-08-14,200,43,1200,51600,
3070,2021-04-19,300,52,1400,72800,
3071,2021-03-30,300,21,1400,29400,
3072,2021-02-05,300,28,1400,39200,
3073,2020-10-29,300,31,1400,43400,
3074,2021-04-06,300,60,1400,84000,
3075,2020-12-14,300,42,1400,58800,
3076,2020-10-30,300,44,1400,61600,
3077,2020-08-19,200,54,1200,64800,
3078,2021-01-06,300,48,1400,67200,
3079,2020-10-13,300,47,1400,65800,
3080,2021-03-03,300,58,1400,81200,
3081,2020-12-16,200,41,1200,49200,
3082,2020-08-15,300,43,1400,60200,
3083,2021-03-19,300,36,1400,50400,
3084,2020-09-09,200,28,1200,33600,
3085,2021-04-05,300,21,1400,29400,
3086,2020-09-23,200,34,1200,40800,
3087,2020-12-15,300,36,1400,50400,
3088,2021-01-04,200,21,1200,25200,
3089,2020-12-29,300,43,1400,60200,
3090,2020-09-18,200,59,1200,70800,
3091,2020-11-05,300,21,1400,29400,
3092,2021-02-08,200,25,1200,30000,
3093,2020-09-26,200,30,1200,36000,
3094,2021-01-22,200,54,1200,64800,
3095,2020-12-22,300,29,1400,40600,
3096,2021-03-26,200,50,1200,60000,
3097,2020-10-03,200,26,1200,31200,
3098,2020-09-22,200,53,1200,63600,
3099,2020-12-23,200,30,1200,36000,
3100,2021-04-06,300,21,1400,29400,
3101,2020-10-18,200,38,1200,45600,
3102,2020-12-31,200,59,1200,70800,
3103,2020-06-30,300,44,1400,61600,
3104,2020-12-17,300,31,1400,43400,
3105,2021-02-02,300,20,1400,28000,
3106,2020-11-17,300,30,1400,42000,
3107,2021-03-30,300,23,1400,32200,
3108,2020-09-05,300,50,1400,70000,
3109,2021-02-24,300,53,1400,74200,
3110,2020-10-22,200,39,1200,46800,
3111,2021-03-22,200,46,1200,55200,
3112,2020-10-13,300,43,1400,60200,
3113,2021-02-01,200,26,1200,31200,
3114,2021-02-21,300,47,1400,65800,
3115,2021-01-18,200,33,1200,39600,
3116,2020-07-03,300,51,1400,71400,
3117,2020-07-19,200,21,1200,25200,
3118,2021-02-26,300,57,1400,79800,
3119,2020-08-14,200,23,1200,27600,
3120,2020-08-27,300,53,1400,74200,
3121,2021-03-10,200,54,1200,64800,
3122,2020-09-03,300,39,1400,54600,
3123,2021-03-28,300,47,1400,65800,
3124,2020-09-22,200,54,1200,64800,
3125,2020-10-10,200,21,1200,25200,
3126,2020-07-21,200,43,1200,51600,
3127,2020-07-16,300,29,1400,40600,
3128,2021-03-10,200,48,1200,57600,
3129,2021-04-11,200,45,1200,54000,
3130,2020-09-10,200,34,1200,40800,
3131,2020-07-18,200,48,1200,57600,
3132,2021-03-25,200,46,1200,55200,
3133,2021-02-27,200,47,1200,56400,
3134,2020-08-17,200,35,1200,42000,
3135,2020-07-23,300,32,1400,44800,
3136,2020-11-06,200,53,1200,63600,
3137,2020-12-14,300,34,1400,47600,
3138,2021-03-22,200,20,1200,24000,
3139,2021-02-02,200,58,1200,69600,
3140,2020-09-28,300,59,1400,82600,
3141,2021-01-02,300,28,1400,39200,
3142,2020-06-25,300,23,1400,32200,
3143,2020-09-17,300,22,1400,30800,
3144,2020-07-02,200,27,1200,32400,
3145,2020-10-04,300,48,1400,67200,
3146,2021-01-08,200,55,1200,66000,
3147,2020-10-31,200,25,1200,30000,
3148,2020-07-10,200,45,1200,54000,
3149,2021-04-13,200,23,1200,27600,
3150,2020-09-27,300,42,1400,58800,
3151,2020-10-25,300,37,1400,51800,
3152,2021-02-07,200,24,1200,28800,
3153,2020-10-01,300,45,1400,63000,
3154,2020-08-07,200,57,1200,68400,
3155,2020-10-17,200,59,1200,70800,
3156,2020-08-16,200,37,1200,44400,
3157,2020-07-14,300,49,1400,68600,
3158,2020-09-17,200,24,1200,28800,
3159,2021-01-18,300,23,1400,32200,
3160,2020-10-28,300,27,1400,37800,
3161,2021-01-01,200,29,1200,34800,
3162,2020-11-16,300,33,1400,46200,
3163,2020-09-11,200,56,1200,67200,
3164,2020-07-05,200,32,1200,38400,
3165,2020-12-17,200,37,1200,44400,
3166,2020-09-22,200,25,1200,30000,
3167,2021-01-18,200,42,1200,50400,
3168,2020-11-08,200,43,1200,51600,
3169,2020-11-18,200,26,1200,31200,
3170,2021-03-28,200,54,1200,64800,
3171,2020-10-15,200,44,1200,52800,
3172,2020-12-27,200,35,1200,42000,
3173,2020-07-15,200,54,1200,64800,
3174,2020-07-10,300,50,1400,70000,
3175,2020-09-19,300,37,1400,51800,
3176,2020-12-25,200,37,1200,44400,
3177,2020-10-02,200,40,1200,48000,
3178,2020-06-24,200,42,1200,50400,
3179,2021-03-24,300,27,1400,37800,
3180,2021-01-06,200,38,1200,45600,
3181,2020-08-11,300,48,1400,67200,
3182,2020-07-14,300,38,1400,53200,
3183,2021-03-30,300,51,1400,71400,
3184,2020-12-01,200,41,1200,49200,
3185,2021-01-06,200,52,1200,62400,
3186,2021-03-12,200,59,1200,70800,
3187,2021-03-03,200,52,1200,62400,
3188,2021-01-06,300,26,1400,36400,
3189,2020-07-24,300,20,1400,28000,
3190,2021-04-05,300,39,1400,54600,
3191,2020-07-08,300,48,1400,67200,
3192,2021-04-05,200,49,1200,58800,
3193,2020-09-18,200,42,1200,50400,
3194,2020-07-06,300,56,1400,78400,
3195,2021-01-05,200,46,1200,55200,
3196,2020-09-01,200,53,1200,63600,
3197,2021-01-09,300,52,1400,72800,
3198,2020-08-13,200,60,1200,72000,
3199,2021-02-12,200,56,1200,67200,
3200,2021-02-14,200,40,1200,48000,
3201,2020-08-26,300,22,1400,30800,
3202,2021-01-23,300,30,1400,42000,
3203,2020-07-12,300,54,1400,75600,
3204,2020-07-23,200,31,1200,37200,
3205,2020-07-13,300,36,1400,50400,
3206,2021-02-15,200,26,1200,31200,
3207,2021-02-14,200,44,1200,52800,
3208,2020-08-02,200,25,1200,30000,
3209,2021-01-03,200,21,1200,25200,
3210,2020-12-27,300,49,1400,68600,
3211,2020-07-28,200,53,1200,63600,
3212,2021-03-09,200,60,1200,72000,
3213,2020-12-11,200,34,1200,40800,
3214,2020-09-06,300,21,1400,29400,
3215,2021-03-07,200,47,1200,56400,
3216,2020-12-17,300,26,1400,36400,
3217,2021-02-07,300,38,1400,53200,
3218,2020-08-15,200,25,1200,30000,
3219,2020-07-16,300,38,1400,53200,
3220,2020-11-03,200,59,1200,70800,
3221,2020-10-10,300,44,1400,61600,
3222,2020-07-25,200,47,1200,56400,
3223,2020-12-02,300,26,1400,36400,
3224,2020-12-11,200,53,1200,63600,
3225,2021-03-11,300,40,1400,56000,
3226,2020-12-06,200,32,1200,38400,
3227,2020-10-11,300,24,1400,33600,
3228,2020-11-26,300,21,1400,29400,
3229,2021-03-12,300,40,1400,56000,
3230,2020-07-15,300,29,1400,40600,
3231,2021-02-18,300,29,1400,40600,
3232,2021-01-27,300,46,1400,64400,
3233,2021-02-02,300,55,1400,77000,
3234,2021-02-01,200,51,1200,61200,
3235,2021-03-28,200,54,1200,64800,
3236,2021-01-26,200,60,1200,72000,
3237,2021-01-29,200,50,1200,60000,
3238,2020-10-13,300,41,1400,57400,
3239,2021-01-25,300,59,1400,82600,
3240,2021-02-05,200,21,1200,25200,
3241,2020-10-18,300,56,1400,78400,
3242,2021-04-18,300,56,1400,78400,
3243,2020-07-09,300,37,1400,51800,
3244,2020-08-31,300,50,1400,70000,
3245,2020-12-18,200,57,1200,68400,
3246,2020-10-01,300,58,1400,81200,
3247,2020-08-11,200,53,1200,63600,
3248,2020-06-27,300,44,1400,61600,
3249,2020-08-27,200,55,1200,66000,
3250,2021-01-25,200,50,1200,60000,
3251,2020-08-23,200,39,1200,46800,
3252,2020-12-03,200,60,1200,72000,
3253,2020-09-25,300,51,1400,71400,
3254,2020-12-22,300,35,1400,49000,
3255,2020-10-28,300,48,1400,67200,
3256,2020-10-20,300,49,1400,68600,
3257,2021-03-16,300,31,1400,43400,
3258,2021-03-18,200,36,1200,43200,
3259,2020-08-14,200,25,1200,30000,
3260,2020-08-12,300,28,1400,39200,
3261,2020-06-26,300,23,1400,32200,
3262,2020-09-30,300,48,1400,67200,
3263,2021-02-12,200,29,1200,34800,
3264,2020-09-13,200,43,1200,51600,
3265,2021-02-07,300,34,1400,47600,
3266,2021-02-07,200,48,1200,57600,
3267,2020-12-22,200,31,1200,37200,
3268,2020-08-01,200,44,1200,52800,
3269,2020-10-09,300,31,1400,43400,
3270,2021-03-12,300,39,1400,54600,
3271,2021-01-06,300,35,1400,49000,
3272,2020-10-16,300,41,1400,57400,
3273,2021-02-14,200,53,1200,63600,
3274,2021-03-16,200,34,1200,40800,
3275,2020-07-13,300,38,1400,53200,
3276,2020-10-04,200,54,1200,64800,
3277,2020-08-01,300,40,1400,56000,
3278,2020-07-20,300,56,1400,78400,
3279,2020-12-25,300,24,1400,33600,
3280,2021-03-25,300,59,1400,82600,
3281,2020-08-31,200,59,1200,70800,
3282,2020-11-20,300,41,1400,57400,
3283,2020-09-10,200,29,1200,34800,
3284,2021-03-02,200,46,1200,55200,
3285,2020-09-07,300,56,1400,78400,
3286,2020-10-25,200,45,1200,54000,
3287,2020-10-29,300,45,1400,63000,
3288,2021-04-07,300,34,1400,47600,
3289,2020-11-25,300,39,1400,54600,
3290,2020-10-09,300,40,1400,56000,
3291,2021-04-18,200,43,1200,51600,
3292,2020-10-14,300,21,1400,29400,
3293,2021-01-31,300,50,1400,70000,
3294,2020-08-13,200,56,1200,67200,
3295,2021-04-02,300,57,1400,79800,
3296,2020-12-15,200,22,1200,26400,
3297,2020-08-08,300,46,1400,64400,
3298,2020-09-26,300,47,1400,65800,
3299,2021-01-22,300,33,1400,46200,
3300,2020-07-11,200,29,1200,34800,
3301,2020-08-13,300,25,1400,35000,
3302,2020-09-07,300,35,1400,49000,
3303,2020-07-02,300,29,1400,40600,
3304,2021-01-19,200,49,1200,58800,
3305,2020-12-26,300,35,1400,49000,
3306,2020-07-07,300,26,1400,36400,
3307,2021-01-17,200,34,1200,40800,
3308,2021-03-10,200,51,1200,61200,
3309,2020-09-06,300,56,1400,78400,
3310,2021-01-22,200,37,1200,44400,
3311,2021-02-12,200,34,1200,40800,
3312,2020-12-03,200,41,1200,49200,
3313,2020-12-25,200,21,1200,25200,
3314,2021-01-29,200,57,1200,68400,
3315,2021-04-03,200,33,1200,39600,
3316,2021-04-17,200,20,1200,24000,
3317,2021-01-12,300,21,1400,29400,
3318,2020-12-14,300,32,1400,44800,
3319,2021-02-02,300,50,1400,70000,
3320,2021-01-11,200,30,1200,36000,
3321,2020-08-07,300,59,1400,82600,
3322,2021-03-20,300,27,1400,37800,
3323,2020-07-19,300,46,1400,64400,
3324,2020-08-19,200,44,1200,52800,
3325,2021-03-07,200,29,1200,34800,
3326,2020-10-06,300,40,1400,56000,
3327,2020-07-06,300,38,1400,53200,
3328,2021-03-07,300,34,1400,47600,
3329,2021-03-13,200,36,1200,43200,
3330,2020-11-24,300,44,1400,61600,
3331,2020-10-07,200,54,1200,64800,
3332,2021-03-07,200,24,1200,28800,
3333,2020-12-14,300,25,1400,35000,
3334,2020-12-28,300,58,1400,81200,
3335,2020-11-05,300,46,1400,64400,
3336,2020-07-13,200,26,1200,31200,
3337,2020-06-26,200,20,1200,24000,
3338,2021-04-12,200,32,1200,38400,
3339,2020-11-30,300,38,1400,53200,
3340,2020-10-12,200,32,1200,38400,
3341,2020-10-20,300,47,1400,65800,
3342,2020-08-08,200,56,1200,67200,
3343,2020-12-28,300,31,1400,43400,
3344,2021-03-24,200,57,1200,68400,
3345,2021-03-06,300,44,1400,61600,
3346,2020-07-17,200,32,1200,38400,
3347,2020-10-19,300,43,1400,60200,
3348,2021-04-18,300,32,1400,44800,
3349,2020-12-18,200,47,1200,56400,
3350,2020-07-29,300,50,1400,70000,
3351,2020-11-29,200,30,1200,36000,
3352,2020-12-31,300,20,1400,28000,
3353,2021-01-21,200,41,1200,49200,
3354,2021-03-18,200,55,1200,66000,
3355,2020-12-29,300,56,1400,78400,
3356,2020-09-14,200,44,1200,52800,
3357,2020-07-16,300,39,1400,54600,
3358,2020-09-07,200,26,1200,31200,
3359,2021-04-03,200,47,1200,56400,
3360,2021-01-05,200,37,1200,44400,
3361,2021-03-31,200,34,1200,40800,
3362,2020-12-16,300,43,1400,60200,
3363,2020-10-13,200,42,1200,50400,
3364,2020-10-26,300,46,1400,64400,
3365,2020-09-14,200,42,1200,50400,
3366,2021-02-24,200,24,1200,28800,
3367,2020-11-15,300,49,1400,68600,
3368,2020-12-12,300,37,1400,51800,
3369,2020-07-17,200,58,1200,69600,
3370,2020-07-04,200,45,1200,54000,
3371,2020-09-11,300,42,1400,58800,
3372,2021-02-07,200,41,1200,49200,
3373,2021-02-24,300,29,1400,40600,
3374,2020-09-02,300,26,1400,36400,
3375,2020-08-05,200,29,1200,34800,
3376,2020-11-02,200,44,1200,52800,
3377,2021-03-26,300,54,1400,75600,
3378,2020-11-06,200,58,1200,69600,
3379,2021-02-24,300,23,1400,32200,
3380,2020-11-20,200,60,1200,72000,
3381,2021-04-07,200,37,1200,44400,
3382,2020-09-13,200,38,1200,45600,
3383,2020-06-27,200,48,1200,57600,
3384,2020-07-07,300,40,1400,56000,
3385,2020-08-14,200,29,1200,34800,
3386,2021-04-03,300,30,1400,42000,
3387,2021-02-28,200,47,1200,56400,
3388,2020-08-20,300,20,1400,28000,
3389,2021-02-06,200,40,1200,48000,
3390,2020-07-08,300,60,1400,84000,
3391,2021-03-26,200,57,1200,68400,
3392,2020-07-10,200,49,1200,58800,
3393,2021-02-02,200,24,1200,28800,
3394,2021-04-04,200,49,1200,58800,
3395,2021-01-01,300,39,1400,54600,
3396,2021-02-15,300,49,1400,68600,
3397,2021-04-04,300,25,1400,35000,
3398,2021-01-22,300,40,1400,56000,
3399,2020-10-02,300,54,1400,75600,
3400,2021-04-02,200,33,1200,39600,
3401,2020-11-30,300,58,1400,81200,
3402,2020-10-03,200,37,1200,44400,
3403,2020-11-12,200,53,1200,63600,
3404,2020-08-08,200,60,1200,72000,
3405,2021-03-21,300,53,1400,74200,
3406,2021-01-30,200,41,1200,49200,
3407,2020-07-20,200,60,1200,72000,
3408,2020-10-29,300,48,1400,67200,
3409,2020-09-04,300,55,1400,77000,
3410,2020-11-27,200,56,1200,67200,
3411,2020-12-14,200,30,1200,36000,
3412,2020-08-09,300,43,1400,60200,
3413,2021-02-19,200,40,1200,48000,
3414,2021-01-20,300,48,1400,67200,
3415,2021-04-11,200,56,1200,67200,
3416,2020-10-24,300,58,1400,81200,
3417,2021-03-14,200,39,1200,46800,
3418,2020-09-05,200,23,1200,27600,
3419,2020-11-18,200,23,1200,27600,
3420,2020-07-01,300,49,1400,68600,
3421,2020-08-21,300,23,1400,32200,
3422,2020-06-25,300,26,1400,36400,
3423,2020-08-23,200,43,1200,51600,
3424,2020-09-16,200,50,1200,60000,
3425,2020-11-24,300,20,1400,28000,
3426,2020-12-23,200,39,1200,46800,
3427,2020-11-28,200,57,1200,68400,
3428,2020-07-19,200,31,1200,37200,
3429,2020-09-17,200,29,1200,34800,
3430,2021-01-07,300,51,1400,71400,
3431,2021-01-19,300,54,1400,75600,
3432,2021-02-03,200,46,1200,55200,
3433,2020-08-27,300,42,1400,58800,
3434,2021-01-23,200,30,1200,36000,
3435,2020-10-26,300,38,1400,53200,
3436,2020-07-01,300,48,1400,67200,
3437,2020-10-12,200,38,1200,45600,
3438,2020-11-28,300,49,1400,68600,
3439,2020-07-14,300,56,1400,78400,
3440,2020-10-18,300,20,1400,28000,
3441,2021-02-26,200,51,1200,61200,
3442,2020-08-03,300,53,1400,74200,
3443,2021-02-26,200,21,1200,25200,
3444,2021-02-01,300,58,1400,81200,
3445,2021-01-11,300,32,1400,44800,
3446,2021-03-25,200,36,1200,43200,
3447,2021-03-20,200,34,1200,40800,
3448,2020-09-09,300,39,1400,54600,
3449,2020-11-14,200,43,1200,51600,
3450,2020-08-06,300,60,1400,84000,
3451,2020-10-04,200,45,1200,54000,
3452,2021-04-11,200,43,1200,51600,
3453,2020-07-09,200,30,1200,36000,
3454,2020-11-09,300,32,1400,44800,
3455,2020-07-14,300,39,1400,54600,
3456,2020-07-01,300,25,1400,35000,
3457,2020-12-06,300,56,1400,78400,
3458,2020-08-30,300,45,1400,63000,
3459,2020-07-21,300,49,1400,68600,
3460,2021-02-04,300,25,1400,35000,
3461,2020-10-31,200,33,1200,39600,
3462,2021-01-12,200,34,1200,40800,
3463,2020-08-20,200,42,1200,50400,
3464,2020-10-09,200,20,1200,24000,
3465,2020-10-27,300,52,1400,72800,
3466,2020-08-12,300,24,1400,33600,
3467,2020-11-06,300,29,1400,40600,
3468,2020-06-29,200,27,1200,32400,
3469,2021-01-06,300,58,1400,81200,
3470,2021-03-16,300,47,1400,65800,
3471,2021-03-08,200,52,1200,62400,
3472,2020-11-28,200,49,1200,58800,
3473,2020-10-03,300,21,1400,29400,
3474,2020-07-18,200,53,1200,63600,
