id,date,amount,info
2008,2021-02-01,106100,
2009,2020-09-22,66900,
2010,2020-11-23,91300,
2011,2021-03-13,18900,
2012,2020-06-29,110000,
2013,2020-08-06,50000,
2014,2020-09-30,36400,
2015,2020-07-14,21300,
2016,2020-09-13,49900,
2017,2021-04-18,112900,
2018,2020-07-14,31800,
2019,2020-09-20,197700,
2020,2020-11-06,43800,
2021,2020-11-18,126100,
2022,2020-10-24,196600,
2023,2020-08-24,25100,
2024,2020-08-17,194800,
2025,2020-10-21,110000,
2026,2020-07-01,159000,
2027,2020-07-04,182400,
2028,2020-07-26,189100,
2029,2020-08-22,100600,
2030,2020-12-16,93300,
2031,2020-12-22,37500,
2032,2020-12-22,46500,
2033,2020-09-19,190000,
2034,2020-09-13,103400,
2035,2020-09-03,177100,
2036,2021-01-22,154300,
2037,2020-11-25,168400,
2038,2021-01-31,126100,
2039,2020-11-28,124400,
2040,2020-11-20,128900,
2041,2020-10-09,164800,
2042,2020-08-22,113600,
2043,2020-10-24,59300,
2044,2021-01-03,68100,
2045,2020-07-04,22500,
2046,2020-09-29,187600,
2047,2021-02-27,182700,
2048,2021-01-24,80900,
2049,2021-04-04,64100,
2050,2020-12-29,122000,
2051,2020-09-26,76100,
2052,2021-02-17,151600,
2053,2021-01-07,21300,
2054,2020-12-19,66900,
2055,2021-03-09,23200,
2056,2020-07-22,76800,
2057,2020-12-21,36800,
2058,2020-10-23,63700,
2059,2020-10-02,150300,
2060,2020-08-08,160500,
2061,2020-08-29,23800,
2062,2020-09-04,24800,
2063,2020-12-14,57200,
2064,2020-07-07,177500,
2065,2021-03-14,18100,
2066,2021-03-21,87500,
2067,2021-03-09,30700,
2068,2021-03-26,190900,
2069,2020-12-24,163800,
2070,2020-12-13,27400,
2071,2020-10-08,133000,
2072,2020-08-06,171000,
2073,2020-06-27,13900,
2074,2020-07-23,183100,
2075,2021-02-03,126300,
2076,2020-09-18,167000,
2077,2021-04-02,34200,
2078,2020-07-02,14000,
2079,2020-08-25,135900,
2080,2021-04-14,80100,
2081,2021-03-24,171800,
2082,2020-08-18,165700,
2083,2020-12-04,150500,
2084,2021-03-14,137500,
2085,2021-01-01,76800,
2086,2021-04-04,180700,
2087,2020-11-18,101200,
2088,2021-04-12,115100,
2089,2020-09-02,102300,
2090,2020-11-07,195200,
2091,2020-10-22,136500,
2092,2021-02-12,136000,
2093,2021-02-25,108500,
2094,2020-09-29,44200,
2095,2021-01-04,199000,
2096,2021-02-19,131000,
2097,2021-02-07,172200,
2098,2020-11-21,130600,
2099,2020-08-15,51800,
2100,2020-11-28,86300,
2101,2020-10-15,167700,
2102,2021-03-19,22000,
2103,2020-08-14,106400,
2104,2020-08-23,97200,
2105,2021-01-01,121500,
2106,2020-10-29,116400,
2107,2021-01-23,83400,
2108,2020-11-30,24500,
2109,2020-12-21,185400,
2110,2021-01-18,123900,
2111,2021-01-04,93100,
2112,2021-03-19,62200,
2113,2020-08-06,131900,
2114,2020-10-14,181800,
2115,2020-12-27,48100,
2116,2021-03-23,50000,
2117,2020-09-15,157200,
2118,2020-12-30,36600,
2119,2020-07-29,175500,
2120,2020-07-15,163000,
2121,2020-07-07,19000,
2122,2021-03-03,43800,
2123,2020-11-24,64800,
2124,2020-10-18,58700,
2125,2020-10-08,37200,
2126,2020-06-27,39700,
2127,2020-07-25,52400,
2128,2020-12-16,44400,
2129,2021-03-01,33200,
2130,2020-12-03,181200,
2131,2021-01-04,185200,
2132,2020-09-02,66400,
2133,2021-01-30,163700,
2134,2020-10-06,112200,
2135,2020-11-26,150500,
2136,2020-08-01,94900,
2137,2021-01-31,189800,
2138,2021-04-04,59000,
2139,2020-07-21,57900,
2140,2020-07-05,97800,
2141,2021-03-13,45100,
2142,2020-09-09,161200,
2143,2021-01-01,154600,
2144,2021-02-28,62500,
2145,2021-02-08,154700,
2146,2021-01-01,20600,
2147,2020-10-26,31900,
2148,2020-10-12,125200,
2149,2020-09-29,58200,
2150,2021-01-12,29000,
2151,2020-10-12,71800,
2152,2020-07-05,178900,
2153,2020-11-15,55000,
2154,2020-08-08,166600,
2155,2020-12-19,144400,
2156,2021-02-27,100500,
2157,2021-03-16,169900,
2158,2020-10-29,132100,
2159,2020-07-07,122700,
2160,2020-11-26,69400,
2161,2021-02-01,128800,
2162,2020-07-09,84200,
2163,2020-11-21,11100,
2164,2020-11-21,175100,
2165,2020-10-06,152100,
2166,2020-10-22,50800,
2167,2020-12-07,59400,
2168,2020-10-29,33900,
2169,2021-01-07,100800,
2170,2020-08-09,10600,
2171,2021-04-10,93700,
2172,2020-10-04,94100,
2173,2021-03-22,75800,
2174,2020-09-21,11900,
2175,2020-07-16,62300,
2176,2020-09-11,183000,
2177,2020-10-11,167800,
2178,2021-01-22,130100,
2179,2021-02-04,116800,
2180,2021-01-29,36600,
2181,2021-03-14,169200,
2182,2021-02-22,143000,
2183,2021-02-05,22200,
2184,2020-09-04,167500,
2185,2020-12-13,94500,
2186,2020-11-21,92100,
2187,2020-07-14,21400,
2188,2020-08-20,135800,
2189,2021-03-28,42400,
2190,2020-10-29,139500,
2191,2020-08-11,187000,
2192,2020-07-06,84800,
2193,2020-08-29,49600,
2194,2020-07-19,35200,
2195,2021-01-27,54100,
2196,2021-04-16,114400,
2197,2020-07-29,198000,
2198,2020-09-02,70000,
2199,2020-10-08,94600,
2200,2020-09-19,64300,
2201,2020-08-06,47300,
2202,2020-08-10,136000,
2203,2020-08-18,22600,
2204,2021-02-20,73400,
2205,2020-11-24,87600,
2206,2021-01-05,37900,
2207,2020-12-03,10200,
2208,2021-01-31,19700,
2209,2020-09-07,90200,
2210,2020-10-19,44200,
2211,2021-02-15,186100,
2212,2020-08-20,63500,
2213,2020-08-15,191900,
2214,2021-03-08,43600,
2215,2021-01-26,113700,
2216,2020-08-17,111900,
2217,2021-01-01,25000,
2218,2020-08-27,14800,
2219,2020-10-11,123300,
2220,2021-02-14,13700,
2221,2020-11-19,192700,
2222,2021-04-05,180600,
2223,2020-08-22,145100,
2224,2020-10-27,182400,
2225,2020-10-29,119300,
2226,2020-08-06,136400,
2227,2020-11-09,63100,
2228,2020-12-25,181900,
2229,2020-08-21,132600,
2230,2020-11-26,103000,
2231,2021-03-11,196700,
2232,2020-08-13,143800,
2233,2021-01-25,33700,
2234,2021-01-30,148300,
2235,2020-07-16,12400,
2236,2021-02-09,48900,
2237,2021-04-03,28300,
2238,2021-04-16,33600,
2239,2020-10-28,195800,
2240,2020-10-17,151800,
2241,2020-10-23,55000,
2242,2021-04-13,56900,
2243,2021-04-04,167700,
2244,2020-09-29,169500,
2245,2020-08-05,88600,
2246,2020-11-18,107800,
2247,2020-11-24,64900,
2248,2021-04-14,13300,
2249,2021-01-23,13000,
2250,2020-10-15,34400,
2251,2020-11-25,147700,
2252,2020-07-08,147500,
2253,2020-12-21,109600,
2254,2020-06-30,85000,
2255,2021-03-29,65700,
2256,2020-10-18,38000,
2257,2020-10-14,161400,
2258,2021-02-28,55300,
2259,2020-09-12,181800,
2260,2020-12-26,111300,
2261,2021-02-20,16200,
2262,2020-12-06,10300,
2263,2021-03-26,47700,
2264,2020-08-05,115600,
2265,2020-12-27,108900,
2266,2021-02-16,105600,
2267,2021-02-20,132300,
2268,2021-01-09,20100,
2269,2020-12-03,95000,
2270,2020-10-30,64800,
2271,2020-11-28,93500,
2272,2020-08-26,19300,
2273,2020-07-31,33000,
2274,2020-07-31,31200,
2275,2020-11-25,77900,
2276,2021-02-19,152700,
2277,2021-04-14,71500,
2278,2020-09-30,24100,
2279,2020-10-16,57200,
2280,2021-02-05,59300,
2281,2020-07-12,47300,
2282,2020-06-25,163500,
2283,2020-11-23,77500,
2284,2020-11-22,76700,
2285,2021-01-13,91200,
2286,2020-11-21,119000,
2287,2021-01-08,163200,
2288,2020-12-12,165300,
2289,2020-08-24,122700,
2290,2020-10-19,154500,
2291,2020-12-14,94200,
2292,2020-07-19,121300,
2293,2020-09-01,162700,
2294,2020-07-22,39900,
2295,2020-12-05,129600,
2296,2020-10-29,27400,
2297,2020-09-10,122000,
2298,2020-07-19,135800,
2299,2020-10-10,191400,
2300,2021-03-27,158600,
2301,2020-12-10,111900,
2302,2020-08-14,158300,
2303,2020-06-24,181000,
2304,2021-04-17,110500,
2305,2020-08-23,84000,
2306,2020-08-05,115400,
2307,2021-03-21,161600,
2308,2020-09-12,188600,
2309,2021-04-18,64000,
2310,2020-12-09,99700,
2311,2021-04-03,117900,
2312,2021-03-04,40400,
2313,2020-09-19,118500,
2314,2020-08-13,24900,
2315,2020-07-21,141500,
2316,2020-10-25,125000,
2317,2020-06-30,88300,
2318,2020-11-11,80000,
2319,2020-11-30,193500,
2320,2021-01-10,90600,
2321,2021-02-06,14200,
2322,2020-11-11,54500,
2323,2020-06-28,79400,
2324,2021-01-01,78600,
2325,2020-10-14,11700,
2326,2021-02-05,55500,
2327,2021-04-12,26300,
2328,2021-02-18,147600,
2329,2021-03-14,166500,
2330,2020-07-27,65900,
2331,2020-11-13,133700,
2332,2021-02-14,124200,
2333,2021-03-21,40700,
2334,2021-04-09,123200,
2335,2020-09-05,58900,
2336,2020-10-28,17700,
2337,2020-06-28,119800,
2338,2020-11-07,90600,
2339,2021-01-01,29400,
2340,2020-09-23,192700,
2341,2021-03-25,59400,
2342,2020-09-21,72800,
2343,2020-10-03,73100,
2344,2021-03-20,175000,
2345,2020-12-10,147700,
2346,2021-01-17,188100,
2347,2020-10-05,96400,
2348,2020-12-14,77400,
2349,2021-03-09,130400,
2350,2020-10-25,182700,
2351,2021-02-11,186500,
2352,2021-02-09,63800,
2353,2021-01-25,95800,
2354,2021-02-03,156900,
2355,2021-01-16,72600,
2356,2020-09-30,19500,
2357,2021-02-06,119900,
2358,2020-12-21,70600,
2359,2020-06-24,36600,
2360,2021-01-09,139400,
2361,2021-01-14,79700,
2362,2020-10-04,73200,
2363,2020-07-12,155600,
2364,2020-08-07,128100,
2365,2021-03-12,171500,
2366,2021-01-18,173700,
2367,2020-09-16,94300,
2368,2020-07-24,160800,
2369,2020-08-28,82600,
2370,2020-11-14,97100,
2371,2020-11-17,101900,
2372,2020-09-13,117700,
2373,2020-09-15,105400,
2374,2021-02-10,121400,
2375,2020-09-10,16500,
2376,2020-11-25,103900,
2377,2020-10-04,147400,
2378,2021-04-16,175800,
2379,2020-08-15,159500,
2380,2021-01-22,32000,
2381,2020-07-27,92100,
2382,2021-02-22,15200,
2383,2020-09-30,43800,
2384,2020-07-03,50200,
2385,2020-12-15,81600,
2386,2021-03-20,42300,
2387,2020-12-06,26400,
2388,2021-03-01,90000,
2389,2020-09-10,162800,
2390,2020-10-06,139000,
2391,2021-03-22,43500,
2392,2020-11-13,102000,
2393,2020-12-12,77000,
2394,2020-09-04,179200,
2395,2021-02-07,55800,
2396,2020-07-18,61500,
2397,2021-03-05,99700,
2398,2020-11-20,174200,
2399,2020-09-01,131600,
2400,2020-12-25,75300,
2401,2021-01-05,140500,
2402,2020-08-08,184600,
2403,2021-03-24,73300,
2404,2020-07-31,83000,
2405,2021-03-15,87400,
2406,2020-10-20,173900,
2407,2021-02-25,172000,
2408,2020-08-21,152700,
2409,2020-09-19,23700,
2410,2021-04-02,150400,
2411,2020-12-24,125100,
2412,2020-10-30,167900,
2413,2021-01-04,54200,
2414,2020-08-02,81200,
2415,2021-03-29,25900,
2416,2021-03-23,166300,
2417,2020-11-24,64700,
2418,2020-12-24,160000,
2419,2020-09-04,58900,
2420,2021-01-20,123000,
2421,2020-10-30,68000,
2422,2021-01-01,162400,
2423,2020-09-09,195400,
2424,2021-03-05,151700,
2425,2020-08-20,19400,
2426,2020-07-13,171600,
2427,2021-01-25,187900,
2428,2021-01-01,100100,
2429,2020-12-08,51900,
2430,2021-04-16,199600,
2431,2020-10-30,134700,
2432,2021-04-10,39800,
2433,2020-12-29,78900,
2434,2020-10-06,121000,
2435,2021-01-09,112000,
2436,2020-09-03,122900,
2437,2021-04-01,138800,
2438,2020-09-02,10500,
2439,2021-03-10,100200,
2440,2021-03-07,32800,
2441,2020-07-23,43200,
2442,2021-03-04,194100,
2443,2020-07-22,172800,
2444,2020-09-04,89500,
2445,2020-11-22,112800,
2446,2021-01-19,131100,
2447,2020-09-20,17700,
2448,2020-09-25,158600,
2449,2020-09-23,85800,
2450,2020-07-09,146200,
2451,2020-06-24,67900,
2452,2021-03-10,104600,
2453,2020-06-30,168300,
2454,2021-03-07,25800,
2455,2020-10-07,144400,
2456,2020-08-08,195000,
2457,2021-02-26,111100,
2458,2020-06-29,105300,
2459,2020-09-24,19400,
2460,2021-02-28,169600,
2461,2020-08-27,160900,
2462,2020-07-15,68600,
2463,2021-01-01,48600,
2464,2020-09-22,95200,
2465,2021-03-08,57500,
2466,2020-11-29,122800,
2467,2021-02-22,167300,
2468,2021-04-14,117200,
2469,2021-03-03,105600,
2470,2020-10-20,29200,
2471,2020-08-02,72100,
2472,2021-04-09,112300,
2473,2020-12-18,171900,
2474,2021-01-05,141300,
2475,2020-10-14,89600,
2476,2020-11-29,60000,
2477,2020-09-09,116400,
2478,2020-10-26,40800,
2479,2021-02-21,173100,
2480,2020-10-15,164700,
2481,2021-02-23,83500,
2482,2021-03-24,14400,
2483,2020-11-22,95300,
2484,2020-07-20,12000,
2485,2020-07-03,99900,
2486,2020-12-20,46700,
2487,2020-11-04,172700,
2488,2021-02-23,61900,
2489,2021-03-01,66300,
2490,2021-01-14,128400,
2491,2020-10-03,97900,
2492,2021-04-05,52900,
2493,2020-10-11,21500,
2494,2020-12-20,184000,
2495,2020-12-26,182700,
2496,2020-09-04,137000,
2497,2020-12-29,35600,
2498,2020-10-13,120900,
2499,2021-01-23,56900,
2500,2020-07-04,138300,
2501,2021-03-05,118800,
2502,2021-01-09,172200,
2503,2020-10-11,143400,
2504,2020-09-29,64600,
2505,2021-01-14,159700,
2506,2020-06-26,40000,
2507,2020-09-03,126800,
2508,2020-12-26,77700,
2509,2020-10-10,127100,
2510,2021-04-16,49100,
2511,2020-10-18,92500,
2512,2020-08-06,196100,
2513,2021-02-17,114000,
2514,2021-01-19,165500,
2515,2020-08-27,84600,
2516,2021-03-28,153100,
2517,2020-12-08,154300,
2518,2021-04-08,39500,
2519,2020-07-01,10100,
2520,2020-09-17,184600,
2521,2020-11-30,25500,
2522,2020-12-10,13800,
2523,2021-04-10,53900,
2524,2020-11-13,33100,
2525,2021-01-02,172400,
2526,2020-08-10,107600,
2527,2020-08-03,141200,
2528,2021-03-21,150700,
2529,2021-03-04,68500,
2530,2020-08-16,15700,
2531,2021-01-07,179100,
2532,2021-02-03,146500,
2533,2020-12-19,98400,
2534,2021-03-28,174600,
2535,2021-04-18,142800,
2536,2020-12-23,160400,
2537,2020-06-27,41800,
2538,2020-11-24,143800,
2539,2021-02-26,179000,
2540,2020-12-01,117500,
2541,2020-12-02,122400,
2542,2020-12-01,141300,
2543,2021-04-01,120100,
2544,2021-01-27,163400,
2545,2021-03-26,133600,
2546,2021-04-17,182600,
2547,2021-01-23,183300,
2548,2020-10-04,16700,
2549,2021-02-11,110300,
2550,2020-07-23,159100,
2551,2021-04-10,33700,
2552,2020-09-01,153400,
2553,2021-02-12,100100,
2554,2021-03-27,122100,
2555,2020-12-01,80900,
2556,2020-11-27,18400,
2557,2021-02-08,68900,
2558,2020-09-02,135300,
2559,2020-07-20,199500,
2560,2021-03-14,167600,
2561,2020-09-15,178600,
2562,2021-03-09,169000,
2563,2020-10-26,102000,
2564,2021-03-28,44800,
2565,2020-08-19,57500,
2566,2021-02-03,92600,
2567,2020-10-03,77900,
2568,2020-08-02,96200,
2569,2021-01-19,93900,
2570,2020-10-13,70400,
2571,2021-01-28,116700,
2572,2020-12-27,106600,
2573,2021-03-13,179300,
2574,2020-08-16,47400,
2575,2021-02-01,54400,
2576,2020-09-22,46200,
2577,2021-01-24,134800,
2578,2020-09-21,194800,
2579,2020-09-28,40100,
2580,2020-07-21,186400,
2581,2021-01-06,62100,
2582,2020-10-17,135000,
2583,2020-10-02,148800,
2584,2021-01-22,186800,
2585,2021-01-24,57900,
2586,2020-12-29,195800,
2587,2021-03-17,105100,
2588,2020-09-12,193100,
2589,2020-12-29,158200,
2590,2021-01-05,191300,
2591,2020-10-19,147800,
2592,2021-01-07,135400,
2593,2021-03-04,61800,
2594,2020-11-12,45600,
2595,2021-03-15,164200,
2596,2021-03-06,190200,
2597,2021-02-22,48600,
2598,2021-03-30,40900,
2599,2021-01-31,196800,
2600,2021-02-26,13600,
2601,2020-07-26,135000,
2602,2020-08-28,82400,
2603,2021-04-13,194500,
2604,2020-11-27,79700,
2605,2020-09-10,78500,
2606,2020-08-09,142200,
2607,2021-03-08,105100,
2608,2020-07-05,44600,
2609,2020-10-08,98100,
2610,2020-07-25,59800,
2611,2020-10-25,144800,
2612,2021-01-29,18800,
2613,2020-08-12,198600,
2614,2020-08-15,181900,
2615,2020-10-17,25100,
2616,2020-07-19,73000,
2617,2020-12-13,37100,
2618,2020-08-24,30200,
2619,2020-11-05,46700,
2620,2020-08-11,197100,
2621,2020-10-26,73800,
2622,2020-12-11,105800,
2623,2020-09-10,186800,
2624,2020-11-18,157600,
2625,2021-03-14,194600,
2626,2020-07-26,159500,
2627,2020-08-05,115700,
2628,2021-02-12,116400,
2629,2020-11-01,41200,
2630,2021-02-02,13300,
2631,2021-01-03,141000,
2632,2021-04-12,20200,
2633,2020-10-07,32400,
2634,2020-11-10,181000,
2635,2020-08-13,127700,
2636,2020-12-03,187200,
2637,2020-10-07,76200,
2638,2020-09-09,81500,
2639,2021-04-06,21400,
2640,2020-08-30,80700,
2641,2021-04-08,67900,
2642,2020-09-11,73900,
2643,2020-11-09,51600,
2644,2020-11-08,184400,
2645,2020-12-04,168500,
2646,2021-03-26,167700,
2647,2021-02-13,106300,
2648,2021-02-10,150800,
2649,2020-06-25,191200,
2650,2021-02-14,169300,
2651,2020-11-18,180500,
2652,2020-12-22,43200,
2653,2020-11-11,167200,
2654,2020-09-01,139500,
2655,2021-04-08,93300,
2656,2020-11-10,65300,
2657,2021-01-07,85100,
2658,2020-09-29,173000,
2659,2020-07-05,13300,
2660,2021-01-15,171000,
2661,2020-09-27,153300,
2662,2021-02-06,133600,
2663,2020-06-26,13900,
2664,2020-12-26,13000,
2665,2021-02-20,146200,
2666,2020-11-26,153800,
2667,2020-08-23,63200,
2668,2021-01-27,182900,
2669,2021-03-28,156100,
2670,2021-03-20,166600,
2671,2020-08-24,96100,
2672,2021-02-19,86600,
2673,2020-07-31,38700,
2674,2020-06-27,35100,
2675,2020-12-16,134800,
2676,2021-04-14,124100,
2677,2021-04-19,108400,
2678,2020-09-30,155600,
2679,2020-12-01,190100,
2680,2020-11-07,154100,
2681,2021-03-12,161200,
2682,2020-08-05,123600,
2683,2020-08-23,197500,
2684,2020-08-29,112400,
2685,2021-03-10,188200,
2686,2021-02-17,161200,
2687,2020-10-30,26400,
2688,2021-01-02,147800,
2689,2020-08-23,139600,
2690,2021-03-24,62100,
2691,2020-08-10,177000,
2692,2020-10-21,159400,
2693,2020-09-24,92400,
2694,2020-10-10,131300,
2695,2020-08-14,187900,
2696,2021-03-30,69100,
2697,2021-04-17,132000,
2698,2020-07-18,106000,
2699,2020-11-29,185800,
2700,2020-10-21,161300,
2701,2020-12-28,56800,
2702,2020-11-16,65300,
2703,2020-08-10,81600,
2704,2020-10-02,81600,
2705,2020-12-21,175300,
2706,2021-04-10,138100,
2707,2020-12-11,129700,
2708,2020-11-02,111600,
2709,2020-08-28,83300,
2710,2020-08-07,177700,
2711,2021-04-13,188400,
2712,2021-02-18,131600,
2713,2021-02-02,15900,
2714,2020-10-25,150900,
2715,2021-02-04,31600,
2716,2020-09-03,128200,
2717,2020-09-27,182900,
2718,2020-12-22,161800,
2719,2020-07-13,36400,
2720,2020-12-18,58400,
2721,2020-08-18,85800,
2722,2021-03-30,133700,
2723,2021-02-15,43000,
2724,2021-01-19,178300,
2725,2020-12-25,192900,
2726,2021-01-17,53900,
2727,2020-11-07,78800,
2728,2020-07-26,98600,
2729,2020-07-22,93800,
2730,2020-09-17,140500,
2731,2020-10-08,38600,
2732,2021-02-09,139200,
2733,2021-01-15,80600,
2734,2020-12-28,186700,
2735,2020-09-30,105200,
2736,2020-08-24,178600,
2737,2020-10-03,103900,
2738,2020-10-10,112900,
2739,2021-04-18,19900,
2740,2020-11-06,172100,
2741,2020-10-19,52700,
2742,2020-10-15,193800,
2743,2020-11-08,161000,
2744,2020-08-20,159400,
2745,2021-04-10,57600,
2746,2020-10-18,108000,
2747,2021-02-10,155200,
2748,2020-08-13,63200,
2749,2021-01-06,117800,
2750,2020-09-15,91300,
2751,2020-12-03,177300,
2752,2020-08-21,60800,
2753,2020-09-01,131900,
2754,2020-08-17,193700,
2755,2021-01-13,48200,
2756,2020-08-27,139800,
2757,2020-11-02,18000,
2758,2020-08-05,161600,
2759,2020-12-30,128000,
2760,2020-10-24,105300,
2761,2021-02-27,55600,
2762,2020-10-28,26000,
2763,2021-03-14,164400,
2764,2020-11-19,83400,
2765,2020-12-08,143300,
2766,2020-07-10,111100,
2767,2020-08-04,151600,
2768,2021-03-06,77400,
2769,2020-07-10,44800,
2770,2020-09-13,199500,
2771,2020-11-23,178200,
2772,2020-07-01,178400,
2773,2020-10-30,43900,
2774,2021-04-11,107700,
2775,2020-07-08,171800,
2776,2020-11-24,155800,
2777,2020-10-09,25600,
2778,2020-12-10,14900,
2779,2020-09-11,69800,
2780,2020-09-21,128800,
2781,2020-11-24,35100,
2782,2021-02-22,118500,
2783,2020-12-13,131600,
2784,2020-07-15,20000,
2785,2020-07-09,188100,
2786,2020-09-26,187300,
2787,2020-10-06,165400,
2788,2020-11-25,171800,
2789,2021-01-25,199800,
2790,2020-10-18,126700,
2791,2021-02-01,195700,
2792,2020-08-24,60900,
2793,2020-06-25,25400,
2794,2020-12-27,187000,
2795,2020-08-24,73700,
2796,2021-04-18,59600,
2797,2021-02-17,31500,
2798,2020-10-05,148700,
2799,2020-12-17,168400,
2800,2021-02-02,160500,
2801,2020-08-21,144500,
2802,2020-12-31,198300,
2803,2021-01-26,181900,
2804,2021-03-31,136200,
2805,2021-02-25,48600,
2806,2020-09-17,161700,
2807,2020-11-24,53000,
2808,2021-03-25,140700,
2809,2020-06-28,140200,
2810,2020-10-03,115800,
2811,2020-10-26,95900,
2812,2020-10-10,78000,
2813,2020-08-13,44100,
2814,2021-02-05,100600,
2815,2021-03-30,97200,
2816,2020-12-23,112700,
2817,2020-09-05,45200,
2818,2020-08-13,143600,
2819,2021-03-01,176500,
2820,2020-11-27,187700,
2821,2021-01-23,79700,
2822,2020-12-21,150300,
2823,2020-12-05,184900,
2824,2020-12-15,197500,
2825,2020-08-29,21300,
2826,2020-12-14,61900,
2827,2021-01-15,110100,
2828,2020-09-28,33200,
2829,2020-11-28,134900,
2830,2020-12-10,131300,
2831,2020-12-05,172000,
2832,2021-02-01,124500,
2833,2021-02-04,163400,
2834,2021-03-22,87600,
2835,2020-10-26,131300,
2836,2021-03-23,141900,
2837,2020-12-18,190800,
2838,2020-12-27,89100,
2839,2020-07-11,83800,
2840,2021-03-06,36100,
2841,2021-03-22,23400,
2842,2020-11-07,150800,
2843,2020-12-25,93900,
2844,2020-06-25,19600,
2845,2020-10-25,183600,
2846,2020-10-26,186000,
2847,2020-12-19,101500,
2848,2020-12-08,54300,
2849,2021-02-19,190300,
2850,2020-07-09,18000,
2851,2021-04-04,174700,
2852,2020-07-01,64500,
2853,2020-07-30,179800,
2854,2020-10-06,180500,
2855,2021-03-08,151600,
2856,2021-03-15,180800,
2857,2020-08-09,33800,
2858,2020-07-10,19100,
2859,2020-10-12,172300,
2860,2021-04-06,144500,
2861,2020-09-04,142300,
2862,2020-12-16,59700,
2863,2020-10-15,104100,
2864,2021-01-13,79600,
2865,2020-12-20,54000,
2866,2020-08-26,45700,
2867,2021-02-01,180500,
2868,2021-04-02,109800,
2869,2020-12-02,175200,
2870,2021-04-03,91600,
2871,2021-04-16,57000,
2872,2021-03-24,17300,
2873,2021-02-02,192700,
2874,2021-02-12,27200,
2875,2020-11-23,10900,
2876,2021-02-27,159200,
2877,2020-06-29,69600,
2878,2021-01-31,76600,
2879,2021-03-14,107300,
2880,2020-10-13,192000,
2881,2021-03-28,128400,
2882,2021-02-22,105100,
2883,2020-07-19,168800,
2884,2021-04-12,172200,
2885,2020-10-21,30800,
2886,2020-12-23,64600,
2887,2021-03-05,142000,
2888,2020-08-28,54900,
2889,2020-12-06,47700,
2890,2021-01-17,181100,
2891,2021-03-11,199900,
2892,2021-01-01,184800,
2893,2021-03-06,89100,
2894,2021-04-04,114400,
2895,2021-02-20,140700,
2896,2020-07-10,95100,
2897,2021-02-01,95200,
2898,2020-09-05,147500,
2899,2020-07-05,21100,
2900,2021-04-06,44200,
2901,2020-12-19,112800,
2902,2020-06-30,78000,
2903,2020-10-03,174500,
2904,2020-11-04,197100,
2905,2021-02-22,114500,
2906,2020-11-16,22400,
2907,2021-02-22,102400,
2908,2020-08-20,61100,
2909,2020-07-18,25000,
2910,2020-08-19,126800,
2911,2021-01-08,19000,
2912,2020-07-03,158300,
2913,2021-01-20,31300,
2914,2020-07-28,77200,
2915,2021-01-01,151500,
2916,2020-08-19,127600,
2917,2020-07-09,32700,
2918,2021-01-27,79600,
2919,2020-09-24,111700,
2920,2020-08-24,16900,
2921,2021-01-26,28900,
